Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
3491,Mahindra Quanto C4,Hyderabad,2012,90049,First,17.21,1493.0,100.0,7.0,3.8,False,False,True,12
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,16.55,1968.0,140.0,5.0,18.5,False,False,False,12
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,12.37,2359.0,198.25,5.0,6.0,False,True,False,11
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,22.32,1582.0,126.32,5.0,5.5,False,False,True,12
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,First,18.9,998.0,67.1,5.0,2.3,False,True,True,14
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,24.52,1248.0,88.5,7.0,8.7,False,False,True,8
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,24.4,1120.0,71.01,5.0,4.95,False,False,True,9
3498,Maruti Swift VDI,Jaipur,2012,80000,First,22.9,1248.0,74.0,5.0,4.25,False,False,True,12
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,16.0,2179.0,140.0,7.0,10.94,False,False,True,7
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,22.48,1995.0,190.0,5.0,21.26,False,False,False,11
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,14.28,1798.0,138.03,5.0,11.5,False,True,True,8
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,22.54,1396.0,88.73,5.0,6.0,False,False,True,9
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,18.15,1198.0,82.0,6.0,4.1,False,True,True,8
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,24.7,796.0,47.3,5.0,2.01,False,True,True,11
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,15.7,1172.0,67.0,5.0,2.6,False,True,True,14
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,18.9,998.0,67.1,5.0,2.35,False,True,True,12
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,9.5,2835.0,118.6,6.0,9.15,False,False,True,12
3508,Honda Brio EX MT,Chennai,2013,42320,First,19.4,1198.0,86.8,5.0,2.9,False,True,True,11
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Second,22.54,1396.0,88.73,5.0,9.18,False,False,True,7
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,First,13.0,1591.0,121.3,5.0,11.45,False,True,False,8
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,First,17.8,1198.0,86.7,5.0,5.53,False,True,True,7
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,First,18.15,1198.0,82.0,6.0,3.75,False,True,True,8
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,First,18.0,1497.0,117.3,5.0,12.5,False,True,False,6
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,First,16.0,2179.0,140.0,7.0,15.5,False,False,False,7
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Second,14.84,2143.0,170.0,5.0,14.5,False,False,False,11
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,19.6,1461.0,108.45,5.0,12.46,False,False,False,7
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Second,16.47,1198.0,74.0,5.0,5.25,False,True,True,10
3520,BMW 5 Series 520d Sedan,Delhi,2012,90000,First,18.48,1197.0,74.0,5.286452057152694,14.5,False,False,False,12
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Second,13.5,2987.0,282.0,5.0,25.0,False,False,False,15
3522,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,First,0.0,1197.0,74.0,5.286452057152694,2.66,False,True,True,12
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,12.9,2993.0,271.23,4.0,45.0,False,False,False,12
3524,Maruti Swift VDI,Jaipur,2015,63310,First,28.4,1248.0,74.0,5.0,5.1,False,False,True,9
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,First,25.8,1498.0,98.6,5.0,3.5,False,False,True,10
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Second,16.07,1995.0,181.0,5.0,12.5,False,False,False,13
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,First,23.5,1396.0,88.7,5.0,5.55,False,False,True,12
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,First,11.5,2982.0,169.0,7.0,19.48,False,False,False,9
3529,Maruti Swift VXI,Ahmedabad,2012,48772,First,18.6,1197.0,85.8,5.0,3.91,False,True,True,12
3530,Chevrolet Beat LS,Chennai,2010,66000,First,18.6,1199.0,79.4,5.0,2.19,False,True,True,14
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,First,18.9,1197.0,82.0,5.0,6.89,False,True,False,7
3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Second,15.6,1196.0,70.0,5.0,3.47,False,True,True,13
3534,Maruti Swift VXI BSIII,Pune,2010,75000,First,16.1,1298.0,88.2,5.0,2.85,False,True,True,14
3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,First,17.11,1968.0,174.33,5.0,25.64,False,False,False,8
3536,Honda City V MT,Kochi,2018,11966,First,16.8,1497.0,116.3,5.0,10.28,False,True,True,6
3537,Honda Jazz V,Hyderabad,2015,37000,First,18.2,1199.0,88.7,5.0,6.3,False,True,True,9
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,First,20.14,1498.0,88.8,5.0,4.75,False,False,True,10
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,First,19.87,1461.0,83.14,5.0,5.8,False,False,True,11
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,First,12.51,2179.0,187.7,7.0,44.5,False,False,False,8
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,First,18.5,1197.0,82.9,5.0,4.65,False,True,True,10
3542,Honda City 1.5 E MT,Jaipur,2009,86863,First,17.0,1497.0,118.0,5.0,3.6,False,True,True,15
3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,First,16.0,2179.0,140.0,7.0,12.25,False,False,True,9
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,First,16.3,1956.0,170.0,5.0,20.0,False,False,True,7
3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,First,16.0,2179.0,140.0,7.0,16.0,False,False,True,7
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Second,11.79,2179.0,120.0,8.0,6.21,False,False,False,13
3547,Datsun GO Plus T,Kolkata,2016,12800,First,19.44,1198.0,67.0,7.0,3.25,False,True,True,8
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,First,15.4,2179.0,120.0,7.0,9.75,False,False,True,8
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,First,15.5,1198.0,86.7,5.0,4.45,False,True,False,10
3550,Honda City i-DTEC ZX,Pune,2017,42000,First,25.6,1498.0,98.6,5.0,12.0,False,False,True,7
3551,Tata Indigo GLE,Chennai,2008,73000,First,14.4,1396.0,65.0,5.0,0.8,False,True,True,16
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,First,24.0,1186.0,73.97,5.0,5.95,False,False,True,6
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,First,17.43,1396.0,105.5,5.0,5.25,False,True,True,10
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,First,13.68,2393.0,147.8,7.0,22.2,False,False,True,5
3556,BMW X1 sDrive20d,Jaipur,2012,63000,First,17.05,1995.0,184.0,5.0,13.5,False,False,False,12
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,First,16.96,1968.0,138.03,5.0,13.5,False,False,False,9
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,First,20.0,1399.0,68.05,5.0,3.47,False,False,True,10
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Second,11.18,2696.0,184.0,7.0,9.5,False,False,False,11
3560,Volkswagen Vento Petrol Highline,Chennai,2011,37000,First,15.04,1598.0,103.6,5.0,4.8,False,True,True,13
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,First,15.0,1598.0,103.52,5.0,6.54,False,True,True,8
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,First,16.47,1198.0,73.9,5.0,3.1,False,True,True,12
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,First,23.65,1248.0,88.5,5.0,7.99,False,False,True,9
3564,Toyota Corolla Altis G,Kolkata,2009,45000,Second,14.53,1798.0,138.1,5.0,3.3,False,True,True,15
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,First,20.77,1248.0,88.8,7.0,8.75,False,False,True,9
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,First,19.2,1197.0,80.0,5.0,4.19,False,True,False,11
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,First,17.9,2143.0,136.0,5.0,30.77,False,False,False,5
3568,Honda City ZX VTEC,Jaipur,2006,95000,Second,16.9,1497.0,100.0,5.0,2.11,False,True,True,18
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,First,18.15,1198.0,82.0,6.0,6.25,False,True,True,6
3570,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,First,11.5,2982.0,171.0,7.0,11.4,False,False,True,13
3571,Honda City 1.5 V MT,Bangalore,2011,65000,First,17.0,1497.0,118.0,5.0,5.2,False,True,True,13
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,18.53,1968.0,187.74,5.0,39.84,False,False,False,7
3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,First,20.0,1399.0,68.05,5.0,4.45,False,False,True,11
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,First,17.9,2143.0,136.0,5.0,19.5,False,False,False,10
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,First,15.26,1150.0,74.9,5.0,1.75,False,True,True,17
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,First,25.83,1498.0,99.0,5.0,5.1,False,False,True,8
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,First,22.7,1582.0,126.2,5.0,6.8,False,False,False,11
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,First,21.4,1197.0,83.1,5.0,5.74,False,True,False,8
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,First,16.1,1197.0,85.0,5.0,3.3,False,True,True,14
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,First,9.9,3498.0,271.72,4.0,32.0,False,False,False,14
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,First,21.76,1995.0,190.0,5.0,35.0,False,False,False,8
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,28.4,1248.0,73.75,5.0,8.9,False,False,False,7
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Second,17.01,1591.0,121.3,5.0,4.0,False,True,True,13
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,17.1,1956.0,170.0,5.0,19.46,False,False,True,6
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,First,11.4,1991.0,142.0,5.0,5.25,False,False,False,15
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,21.5,1497.0,108.5,5.0,9.22,False,False,True,6
3588,Hyundai EON Era Plus,Jaipur,2013,70000,First,21.1,814.0,55.2,5.0,1.8,False,True,True,11
3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,First,14.69,2993.0,258.0,5.0,31.75,False,False,False,9
3591,Maruti Ertiga VDI,Delhi,2014,54569,First,20.77,1248.0,88.76,7.0,5.99,False,False,True,10
3592,Honda Amaze E i-Vtech,Kochi,2015,51361,First,18.0,1198.0,86.7,5.0,4.94,False,True,True,9
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Third,16.6,1388.0,68.0,5.0,1.5,False,True,True,17
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Third,13.5,1799.0,130.0,5.0,3.25,False,True,True,16
3596,Maruti Ertiga ZDI,Delhi,2014,22281,First,20.77,1248.0,88.8,7.0,6.5,False,False,True,10
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,First,24.0,1120.0,70.0,5.0,3.71,False,False,True,11
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,First,20.14,1197.0,81.86,5.0,5.0,False,True,True,6
3599,Hyundai i10 Era,Ahmedabad,2008,60000,First,19.81,1086.0,68.05,5.0,1.99,False,True,True,16
3600,Honda Amaze S i-Vtech,Mumbai,2017,32006,First,18.0,1198.0,86.7,5.0,4.25,False,True,True,7
3601,Audi A6 2.7 TDI,Ahmedabad,2009,78000,First,12.4,2698.0,179.5,5.0,8.0,False,False,False,15
3602,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,First,20.36,1197.0,78.9,5.0,2.95,False,True,True,13
3603,Renault KWID RXT Optional,Pune,2018,5000,First,25.17,799.0,53.3,5.0,3.5,False,True,True,6
3604,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Second,15.2,1968.0,140.8,5.0,16.0,False,False,False,12
3605,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,First,22.74,796.0,47.3,5.0,2.75,False,True,True,9
3606,Honda City i VTEC VX Option,Delhi,2015,53000,First,17.8,1497.0,117.3,5.0,6.95,False,True,True,9
3607,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Second,11.74,1796.0,186.0,5.0,12.5,False,True,False,13
3608,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,First,13.22,2967.0,241.4,5.0,36.83,False,False,False,7
3609,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,First,16.2,1199.0,74.0,5.0,2.7,False,True,True,13
3610,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,First,21.38,1396.0,88.7,5.0,9.9,False,False,True,7
3611,Honda City 1.5 V MT,Kochi,2011,94832,First,17.0,1497.0,118.0,5.0,3.83,False,True,True,13
3612,Honda City 1.5 S MT,Coimbatore,2012,88381,First,17.0,1497.0,118.0,5.0,5.25,False,True,True,12
3613,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,First,22.7,1598.0,118.0,5.0,7.75,False,False,True,8
3614,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Second,16.51,1586.0,103.2,5.0,2.46,False,True,True,14
3615,Maruti Swift Dzire VDI,Kolkata,2014,38578,First,23.4,1248.0,74.0,5.0,3.96,False,False,True,10
3616,Maruti Ertiga ZDI,Chennai,2015,40000,First,20.77,1248.0,88.8,7.0,8.25,False,False,True,9
3617,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,First,18.6,1197.0,81.83,5.0,7.58,False,True,True,6
3618,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,First,24.0,1120.0,70.0,5.0,3.99,False,False,True,10
3619,Honda City i VTEC SV,Delhi,2014,54257,First,17.4,1497.0,117.3,5.0,6.25,False,True,True,10
3620,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,First,20.5,1598.0,103.5,5.0,5.0,False,False,True,11
3621,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Second,11.0,2987.0,198.5,5.0,4.65,False,False,False,19
3622,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,First,13.01,2199.0,194.3,7.0,21.37,False,False,False,8
3623,Maruti Alto LXi,Hyderabad,2007,52195,First,19.7,796.0,46.3,5.0,1.75,False,True,True,17
3624,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,First,12.4,2499.0,134.0,5.0,16.09,False,False,True,6
3625,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,First,24.8,1396.0,88.7,5.0,4.1,False,False,True,12
3626,Ford Figo Diesel ZXI,Coimbatore,2015,92885,First,20.0,1399.0,68.0,5.0,3.56,False,False,True,9
3627,Honda City 1.5 S MT,Pune,2010,43000,Second,17.0,1497.0,118.0,5.0,4.21,False,True,True,14
3629,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,First,23.9,1582.0,126.2,5.0,6.6,False,False,True,9
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,First,13.0,1591.0,121.3,5.0,14.35,False,True,False,6
3631,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,First,22.7,1498.0,89.84,5.0,9.5,False,False,True,7
3632,BMW X6 xDrive30d,Delhi,2011,59000,First,11.2,2993.0,241.0,4.0,21.9,False,False,False,13
3633,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,First,18.12,1995.0,190.0,5.0,30.45,False,False,False,8
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,First,25.83,1498.0,99.0,5.0,5.1,False,False,True,8
3635,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,First,17.0,1591.0,121.3,5.0,5.44,False,True,False,11
3636,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,First,13.8,1399.0,68.0,5.0,1.6,False,False,True,14
3637,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,First,17.68,1968.0,174.33,5.0,16.67,False,False,False,10
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,First,15.0,1396.0,98.6,5.0,3.85,False,True,False,12
3640,Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,First,14.24,2755.0,174.5,7.0,10.64,False,False,True,13
3641,Renault KWID RXT,Bangalore,2016,20229,First,25.17,799.0,53.3,5.0,3.5,False,True,True,8
3642,Chevrolet Spark 1.0 LT,Chennai,2008,62000,Third,18.0,995.0,62.0,5.0,1.1,False,True,True,16
3643,Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Second,16.2,1599.0,103.2,5.0,2.6,False,True,True,13
3644,BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,First,18.88,1995.0,184.0,5.0,18.5,False,False,False,12
3646,Maruti Swift Dzire VDI,Hyderabad,2015,62476,First,26.59,1248.0,74.0,5.0,7.95,False,False,True,9
3647,Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,First,25.4,1186.0,73.97,5.0,5.49,False,False,True,7
3648,Honda Jazz V CVT,Mumbai,2017,17978,First,19.0,1199.0,88.7,5.0,6.95,False,True,False,7
3649,Tata Indigo LS,Jaipur,2008,300000,First,17.0,1405.0,70.0,5.0,1.0,False,False,True,16
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Second,17.8,1399.0,67.0,5.0,4.45,False,False,True,11
3651,Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,First,25.1,1248.0,88.5,5.0,6.99,False,False,True,8
3652,Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,First,15.6,1586.0,104.68,5.0,3.51,False,True,True,16
3653,Maruti Baleno Zeta Automatic,Kochi,2018,25858,First,21.4,1197.0,83.1,5.0,7.54,False,True,False,6
3654,Maruti Ritz LDi,Bangalore,2016,120000,First,23.2,1248.0,73.94,5.0,3.65,False,False,True,8
3655,Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,First,19.5,1582.0,126.24,5.0,16.0,False,False,False,8
3656,Chevrolet Spark 1.0 LT,Kolkata,2012,11000,First,16.2,995.0,62.1,5.0,1.4,False,True,True,12
3657,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,First,18.6,1197.0,81.83,5.0,6.45,False,True,True,7
3658,Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,First,24.4,1120.0,71.0,5.0,4.4,False,False,True,8
3659,Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,First,19.0,1199.0,88.7,5.0,5.95,False,True,False,9
3660,Honda Brio S MT,Ahmedabad,2013,11000,First,19.4,1198.0,86.8,5.0,3.9,False,True,True,11
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,First,13.0,2143.0,201.1,5.0,35.28,False,False,False,8
3662,Tata Hexa XT,Pune,2017,39800,First,17.6,2179.0,153.86,7.0,14.25,False,False,True,7
3663,Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,First,24.4,1120.0,71.0,5.0,4.5,False,False,True,7
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,First,22.7,1498.0,89.84,5.0,7.5,False,False,True,9
3665,Tata Nano XTA,Coimbatore,2017,18351,First,21.9,624.0,37.48,4.0,3.41,False,True,False,7
3666,Honda Brio VX,Pune,2013,45000,Second,19.4,1198.0,86.8,5.0,3.25,False,True,True,11
3667,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,First,24.52,1248.0,88.5,7.0,8.3,False,False,True,8
3668,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,First,20.36,1197.0,78.9,5.0,3.45,False,True,True,14
3670,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,First,16.0,2179.0,140.0,7.0,11.95,False,False,True,9
3671,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,First,20.54,1598.0,103.6,5.0,4.25,False,False,True,14
3672,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,First,14.0,2179.0,138.1,7.0,8.25,False,False,True,10
3673,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,First,10.2,2354.0,180.0,5.0,5.95,False,True,True,14
3674,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,First,15.1,1196.0,73.0,7.0,4.3,False,True,True,8
3675,Maruti Swift VDI,Ahmedabad,2012,65000,First,22.9,1248.0,74.0,5.0,3.9,False,False,True,12
3676,Maruti Baleno Zeta Automatic,Pune,2016,27809,First,21.4,1197.0,83.1,5.0,6.41,False,True,False,8
3677,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,First,15.1,2179.0,140.0,7.0,8.36,False,False,True,9
3678,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,First,19.1,1197.0,82.0,5.0,3.85,False,True,True,10
3679,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,First,19.27,2143.0,167.62,5.0,36.0,False,False,False,7
3680,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,First,13.14,1798.0,160.0,5.0,7.5,False,True,True,13
3681,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,First,20.14,1498.0,88.73,5.0,5.7,False,False,True,9
3682,Maruti Ignis 1.2 Delta,Kochi,2019,12076,First,20.89,1197.0,81.8,5.0,5.5,False,True,True,5
3683,Maruti Swift VDI BSIV,Chennai,2016,49000,First,25.2,1248.0,74.0,5.0,5.9,False,False,True,8
3684,Honda City i VTEC VX Option,Mumbai,2015,42366,First,17.8,1497.0,117.3,5.0,7.75,False,True,True,9
3685,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,First,11.5,2993.0,235.0,5.0,18.0,False,False,False,14
3686,Skoda Laura Ambiente,Hyderabad,2008,122397,First,17.5,1896.0,106.0,5.0,4.4,False,False,True,16
3687,Volkswagen Polo GT TSI,Coimbatore,2017,50534,First,17.21,1197.0,103.5,5.0,8.27,False,True,False,7
3688,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,First,19.87,1461.0,83.8,5.0,4.75,False,False,True,10
3689,Honda City 1.5 S AT,Hyderabad,2008,73095,First,16.8,1497.0,118.0,5.0,3.8,False,True,False,16
3690,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,First,20.54,1598.0,103.6,5.0,3.4,False,False,True,13
3691,Hyundai Grand i10 Sportz,Pune,2016,13436,Second,18.9,1197.0,82.0,5.0,4.7,False,True,True,8
3692,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Second,16.6,1388.0,68.0,5.0,1.49,False,True,True,16
3693,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Second,24.4,1120.0,71.0,5.0,4.5,False,False,True,8
3694,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,First,25.8,1498.0,98.6,5.0,5.4,False,False,True,10
3695,Honda City i VTEC CVT VX,Hyderabad,2016,14000,First,18.0,1497.0,117.3,5.0,11.5,False,True,False,8
3696,Renault Fluence 1.5,Pune,2012,56000,Second,20.4,1461.0,108.5,5.0,3.5,False,False,True,12
3697,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,First,22.48,1995.0,190.0,5.0,16.5,False,False,False,14
3698,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,First,15.5,1586.0,103.3,5.0,3.9,False,True,True,12
3699,Honda City ZX CVT,Hyderabad,2007,81000,First,16.4,1497.0,78.0,5.0,3.25,False,True,False,17
3700,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,First,17.0,1198.0,73.75,5.0,5.84,False,True,True,6
3701,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,First,17.0,1198.0,73.75,5.0,5.75,False,True,True,8
3702,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,First,16.55,1968.0,140.0,5.0,10.0,False,False,False,14
3703,Maruti Wagon R VXI,Mumbai,2006,141537,Second,18.9,998.0,67.1,5.0,1.05,False,True,True,18
3704,Hyundai Verna SX CRDi AT,Delhi,2013,51000,First,19.08,1582.0,126.32,5.0,5.64,False,False,False,11
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,First,17.9,2143.0,170.0,5.0,50.97,False,False,False,5
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,First,21.76,1995.0,190.0,5.0,29.95,False,False,False,8
3707,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Second,24.2,1498.0,98.6,7.0,4.85,False,False,True,10
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,First,17.01,1582.0,126.2,5.0,14.5,False,False,False,8
3709,Honda City 1.5 S MT,Hyderabad,2011,71556,First,17.0,1497.0,118.0,5.0,5.5,False,True,True,13
3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,First,17.8,1399.0,68.0,5.0,3.2,False,False,True,13
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,First,26.59,1248.0,74.0,5.0,4.5,False,False,True,8
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,First,13.0,2143.0,204.0,5.0,30.72,False,False,False,9
3713,Chevrolet Captiva LT,Jaipur,2009,232000,First,11.5,1991.0,147.9,7.0,3.5,False,False,True,15
3714,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,First,12.8,2494.0,102.0,7.0,6.99,False,False,True,17
3715,Mahindra Quanto C8,Kochi,2014,58816,First,17.21,1493.0,100.0,7.0,3.45,False,False,True,10
3716,Honda City i VTEC V,Kochi,2015,63818,First,17.4,1497.0,117.3,5.0,6.57,False,True,True,9
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,First,17.11,1968.0,174.33,5.0,17.5,False,False,False,10
